,From,PM10,PM2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene,AQI_calculated
0,2023-02-01 00:00:00,95.0,35.0,13.80264746008319,90.1,56.2,0.31,4.562282730559833,17.7,28.1,0.4,0.0
1,2023-02-01 00:15:00,95.0,35.0,13.80264746008319,88.0,55.1,0.33,4.562282730559833,18.3,27.1,0.4,0.0
2,2023-02-01 00:30:00,95.0,35.0,13.669334636965145,87.7,55.2,0.38,3.881112689927811,19.7,24.9,0.4,0.0
3,2023-02-01 00:45:00,122.0,34.0,13.272575874765494,88.9,55.7,0.38,3.826992001445447,21.3,21.9,0.4,0.0
4,2023-02-01 01:00:00,122.0,34.0,12.268865229729734,90.0,55.8,0.38,-4.853611070819582,22.3,16.7,0.4,0.0
5,2023-02-01 01:15:00,122.0,34.0,11.835076801367832,90.2,55.9,0.37,0.1718128389397613,22.7,16.1,0.4,0.0
6,2023-02-01 01:30:00,122.0,34.0,11.525716810511875,88.9,55.4,0.34,1.0919131211911868,23.1,22.5,0.4,0.0
7,2023-02-01 01:45:00,90.0,35.0,11.22822505882517,88.9,55.2,0.35,-0.9663202309411468,23.5,20.5,0.4,0.0
8,2023-02-01 02:00:00,90.0,35.0,11.288382253139211,88.9,55.9,0.34,5.7043041646931165,23.1,22.8,0.4,0.0
9,2023-02-01 02:15:00,90.0,35.0,11.982120377478022,88.9,55.3,0.35,3.597542261052997,22.9,19.0,0.4,0.0
10,2023-02-01 02:30:00,90.0,35.0,11.16289946969998,88.8,55.4,0.39,2.283069953781485,22.6,17.1,0.4,0.0
11,2023-02-01 02:45:00,72.0,32.0,11.063947530128589,88.9,55.1,0.46,0.8252158493988766,22.5,19.1,0.4,0.0
12,2023-02-01 03:00:00,72.0,32.0,9.9985074600128,88.9,55.8,0.47,-0.641259475110445,22.7,18.2,0.4,0.0
13,2023-02-01 03:15:00,72.0,32.0,9.121311682383151,87.7,55.5,0.44,1.8921709350129277,22.5,18.0,0.4,0.0
14,2023-02-01 03:30:00,72.0,32.0,9.273941484834875,85.6,54.2,0.41,0.2895786463860581,22.7,15.7,0.4,0.0
15,2023-02-01 03:45:00,72.0,44.0,10.128838363416923,84.9,54.1,0.41,1.397235060815614,23.2,13.8,0.4,0.0
16,2023-02-01 04:00:00,72.0,44.0,9.536625691051851,84.5,53.7,0.41,0.4065444049767492,23.4,16.4,0.4,0.0
17,2023-02-01 04:15:00,72.0,44.0,9.852388969085649,83.6,53.0,0.42,-4.184582067401134,21.3,16.9,0.4,0.0
18,2023-02-01 04:30:00,72.0,44.0,10.90556496128173,82.7,52.3,0.39,-0.4495837673729141,19.9,16.7,0.4,0.0
19,2023-02-01 04:45:00,58.0,28.0,11.478230203155398,81.3,51.5,0.37,6.729362034315679,18.8,18.9,0.4,0.0
20,2023-02-01 05:00:00,58.0,28.0,11.333761647016075,80.0,51.2,0.34,5.91942538664558,18.3,22.8,0.4,0.0
21,2023-02-01 05:15:00,58.0,28.0,11.079123423895783,80.1,51.4,0.33,2.437949818360554,17.3,22.7,0.4,0.0
22,2023-02-01 05:30:00,58.0,28.0,11.652947755759444,78.9,51.1,0.32,0.4371603808371631,17.2,23.7,0.4,0.0
23,2023-02-01 05:45:00,58.0,33.0,12.644694389294497,78.6,50.6,0.32,2.5199204595793816,17.7,24.1,0.4,0.0
24,2023-02-01 06:00:00,58.0,33.0,13.584953290700645,79.3,49.9,0.31,2.818575827922114,17.6,22.4,0.4,0.0
25,2023-02-01 06:15:00,58.0,33.0,13.419498470103903,77.9,49.5,0.31,8.6006110057971,17.5,17.5,0.4,0.0
26,2023-02-01 06:30:00,58.0,33.0,13.69291974568165,76.7,49.0,0.31,7.060134519537593,18.0,15.8,0.4,0.0
27,2023-02-01 06:45:00,67.0,45.0,14.915106570437754,75.7,48.6,0.33,10.006785284165792,18.2,14.0,0.4,0.0
28,2023-02-01 07:00:00,67.0,45.0,16.120549560094513,76.1,49.0,0.37,10.981472816659442,18.0,11.0,0.4,0.0
29,2023-02-01 07:15:00,67.0,45.0,17.19774800276331,76.3,49.0,0.45,10.985099759241011,19.1,9.3,0.4,0.0
30,2023-02-01 07:30:00,67.0,45.0,18.55169137527939,75.9,48.9,0.52,10.339935886165328,18.8,12.5,0.4,0.0
31,2023-02-01 07:45:00,83.0,68.0,18.64915118221824,76.6,49.3,0.47,16.527143042400834,18.1,22.1,0.4,0.0
32,2023-02-01 08:00:00,83.0,68.0,18.645661472849987,79.1,50.8,0.49,2.167393363989339,17.3,30.1,0.4,0.0
33,2023-02-01 08:15:00,83.0,68.0,19.137848674726513,78.9,50.6,0.34,7.0005892652725645,18.2,35.8,0.4,0.0
34,2023-02-01 08:30:00,83.0,68.0,19.27270690685153,77.8,49.1,0.29,11.4128811435445,20.4,36.9,0.4,0.0
35,2023-02-01 08:45:00,122.0,46.0,18.779756592433568,79.1,48.9,0.26,7.575422728483321,21.7,36.85585783087206,0.4,0.0
36,2023-02-01 09:00:00,122.0,46.0,18.530409099792408,80.4,48.6,0.26,0.6947741492236972,23.2,44.5,0.4,0.0
37,2023-02-01 09:15:00,122.0,46.0,18.27486867835855,81.1,48.1,0.26,-3.7509786233720366,23.4,44.5,0.4,0.0
38,2023-02-01 09:30:00,122.0,46.0,16.285086042812154,82.1,47.7,0.26,-7.45880476472248,22.4,44.6,0.4,0.0
39,2023-02-01 09:45:00,99.0,31.0,15.198365209253224,80.4,46.7,1.1535458483493692,-13.27668969966524,23.7,45.8,0.4,0.0
40,2023-02-01 10:00:00,99.0,31.0,14.005105939221805,77.9,45.5,1.1,34.25707560706166,25.1,47.3,0.4,0.0
41,2023-02-01 10:15:00,99.0,31.0,11.268334093679542,77.4,45.1,1.1,-3.418990045240264,27.0,48.6,0.4,0.0
42,2023-02-01 10:30:00,99.0,31.0,9.413251125919722,76.0,44.3,0.27,-9.116074152559603,28.2,49.2,0.2,0.0
43,2023-02-01 10:45:00,64.0,22.0,8.036903566309311,75.1,44.2,0.25,4.080166097446607,26.6,50.4,0.1,0.0
44,2023-02-01 11:00:00,64.0,22.0,7.229472668656369,75.4,43.8,0.24,20.597880732006747,25.8,51.7,0.1,0.0
45,2023-02-01 11:15:00,64.0,22.0,6.511566838966883,74.9,42.9,0.23,20.597880732006747,24.8,53.4,0.1,0.0
46,2023-02-01 11:30:00,64.0,22.0,4.546964951044165,73.2,41.6,0.22,20.597880732006747,24.9,52.1,0.1,0.0
47,2023-02-01 11:45:00,64.0,23.0,3.8359751572815943,70.94821393425741,36.301402637988545,0.14,20.597880732006747,7.56564548744819,65.88823000332681,0.1,0.0
48,2023-02-01 12:00:00,64.0,23.0,3.0392808592263836,64.0,36.4,0.15,-4.239543450734116,24.0,55.68008705693129,0.1,0.0
49,2023-02-01 12:15:00,64.0,23.0,3.0392808592263836,64.0,36.4,0.31,14.262869490550266,24.0,57.985879035058275,0.1,0.0
50,2023-02-01 12:30:00,64.0,23.0,3.0392808592263836,64.0,36.4,0.29,2.7739337912547946,24.0,63.20365169698794,0.1,0.0
51,2023-02-01 12:45:00,61.0,23.0,3.0392808592263836,62.1,35.1,0.27,21.44829126898916,21.9,58.6,0.1,0.0
52,2023-02-01 13:00:00,61.0,23.0,3.0378393847159417,63.6,35.9,0.24,46.602201924310805,20.6,59.8,0.1,0.0
53,2023-02-01 13:15:00,61.0,23.0,3.677169365011008,63.4,35.9,0.1,10.258233900717414,20.1,57.1,0.1,0.0
54,2023-02-01 13:30:00,61.0,23.0,3.610669904070288,61.5,35.2,0.23,-0.9783733030011385,20.4,56.5,0.1,0.0
55,2023-02-01 13:45:00,73.0,18.0,2.4984086530781857,59.9,34.8,0.31,14.701796411414666,20.5,56.9,0.1,0.0
56,2023-02-01 14:00:00,73.0,18.0,2.568547461998736,62.4,36.2,0.3,5.006686220305334,20.7,56.8,0.1,0.0
57,2023-02-01 14:15:00,73.0,18.0,3.331089010514125,61.1,35.0,0.31,-17.516827938113703,21.5,57.1,0.1,0.0
58,2023-02-01 14:30:00,73.0,18.0,3.669987715028341,59.0,34.0,0.34,16.28217422416029,22.0,55.0,0.1,0.0
59,2023-02-01 14:45:00,63.0,14.0,4.088030039192699,59.2,34.0,0.38,19.62654104914037,20.8,56.3,0.1,0.0
60,2023-02-01 15:00:00,63.0,14.0,4.120765554914392,61.3,35.1,0.37,25.965691307912536,20.7,59.51276053084468,0.1,0.0
61,2023-02-01 15:15:00,63.0,14.0,5.0412116569866186,61.7,35.6,0.3,64.23072278414088,21.8,45.94803154947414,0.1,0.0
62,2023-02-01 15:30:00,63.0,14.0,6.955680124916265,60.7,35.4,0.26,115.23726076089412,22.7,39.45587473605143,0.1,0.0
63,2023-02-01 15:45:00,70.0,17.0,7.918649697470745,59.5,35.3,0.29,35.342298655020684,23.4,56.96180965236371,0.1,0.0
64,2023-02-01 16:00:00,70.0,17.0,9.330605429937604,61.3,36.9,0.29,27.063077802438844,23.1,48.6,0.1,0.0
65,2023-02-01 16:15:00,70.0,17.0,10.1466011882581,62.7,38.0,0.27,36.123802703309835,23.1,49.2,0.1,0.0
66,2023-02-01 16:30:00,70.0,17.0,9.170144036065205,64.8,38.7,0.27,-3.869687704262762,24.6,49.8,0.1,0.0
67,2023-02-01 16:45:00,100.0,20.0,7.357416734476111,66.5,39.7,0.31,21.540653643132217,26.2,47.8,0.1,0.0
68,2023-02-01 17:00:00,100.0,20.0,6.527290653775882,69.4,41.3,0.33,0.8405590969444106,28.0,44.6,0.1,0.0
69,2023-02-01 17:15:00,100.0,20.0,7.550356580132456,70.7,42.2,0.35,7.64485558100192,30.3,42.6,0.1,0.0
70,2023-02-01 17:30:00,100.0,20.0,7.654551269213389,71.1,42.7,0.46,22.268173443101983,29.0,37.1,0.1,0.0
71,2023-02-01 17:45:00,146.0,41.0,9.889076406355574,73.5,44.5,0.53,4.005323641073929,28.0,28.0,0.1,0.0
72,2023-02-01 18:00:00,146.0,41.0,7.984581215995268,78.7,47.7,0.53,20.461068149385568,26.5,36.2,0.1,0.0
73,2023-02-01 18:15:00,146.0,41.0,8.575285599559287,81.9,48.8,0.53,17.61159372405659,25.6,39.5,0.1,0.0
74,2023-02-01 18:30:00,146.0,41.0,10.024992769828923,84.0,50.6,0.49,16.89952605720397,24.5,40.5,0.1,0.0
75,2023-02-01 18:45:00,239.0,44.0,11.005590850501246,86.3,52.1,0.46,9.834755616218873,24.5,43.3,0.1,0.0
76,2023-02-01 19:00:00,239.0,44.0,11.054447953894146,89.7,53.6,0.52,15.883680721895416,24.1,33.4,0.1,0.0
77,2023-02-01 19:15:00,239.0,44.0,11.359776885897066,89.8,54.3,0.54,15.441600488846063,24.0,31.8,0.1,0.0
78,2023-02-01 19:30:00,239.0,44.0,11.678085649626238,90.3,54.9,0.6,15.996241241085926,24.2,32.0,0.1,0.0
79,2023-02-01 19:45:00,239.0,50.0,11.983620603164065,92.0,56.1,0.76,10.85943363236936,23.7,24.4,0.1,0.0
80,2023-02-01 20:00:00,239.0,50.0,11.584152650331392,93.4,56.7,0.76,5.610891456595198,24.1,23.0,0.1,0.0
81,2023-02-01 20:15:00,239.0,50.0,11.254410301857764,93.2,56.6,0.74,16.79657280136226,24.3,18.4,0.1,0.0
82,2023-02-01 20:30:00,239.0,50.0,11.053273388667469,93.8,57.6,0.76,15.416693608736908,24.7,18.0,0.1,0.0
83,2023-02-01 20:45:00,250.0,42.0,11.481569478233626,93.1,57.9,0.76,11.966102803851896,24.4,15.7,0.1,0.0
84,2023-02-01 21:00:00,250.0,42.0,11.10070325449993,93.3,58.5,0.73,18.733540243254225,23.4,12.6,0.1,0.0
85,2023-02-01 21:15:00,250.0,42.0,11.32562194008604,93.9,59.2,0.77,19.86105360640815,21.6,10.0,0.1,0.0
86,2023-02-01 21:30:00,250.0,42.0,11.026489070528571,93.7,59.4,0.78,4.5804875708818,20.2,11.2,0.1,0.0
87,2023-02-01 21:45:00,219.0,42.0,10.43840065956105,92.5,59.4,0.79,7.4184018082135665,19.6,11.4,0.1,0.0
88,2023-02-01 22:00:00,219.0,42.0,11.518811757978128,90.9,59.5,0.77,2.4706400593115365,19.2,13.1,0.1,0.0
89,2023-02-01 22:15:00,219.0,42.0,11.782364486161672,88.8,58.2,0.8,10.121542067274731,19.0,13.0,0.1,0.0
90,2023-02-01 22:30:00,219.0,42.0,13.275176005518963,86.7,57.1,1.02,6.443873200703884,19.4,12.7,0.1,0.0
91,2023-02-01 22:45:00,207.0,50.0,16.04169230410634,85.6,56.5,1.04,8.943434904495716,19.6,17.0,0.1,0.0
92,2023-02-01 23:00:00,207.0,50.0,16.861500614805284,84.0,55.9,1.03,9.67001204856245,19.7,16.6,0.1,0.0
93,2023-02-01 23:15:00,207.0,50.0,16.80330542486223,81.4,54.1,0.98,8.59103418867661,19.8,17.4,0.1,0.0
94,2023-02-01 23:30:00,207.0,50.0,18.60083394435869,80.1,53.0,0.92,7.740794722161825,19.7,19.6,0.1,0.0
95,2023-02-01 23:45:00,178.0,61.0,19.835473096781683,79.0,53.1,0.8426933227714577,8.720115645784029,19.7,15.3,0.1,0.0
96,2023-02-02 00:00:00,178.0,61.0,20.778387495193247,78.8,52.6,1.37,4.562282730559833,19.7,8.7,0.1,109.82638888888889
97,2023-02-02 00:15:00,178.0,61.0,13.80264746008319,78.3,51.8,1.28,4.562282730559833,19.6,9.0,0.1,110.4027777777778
98,2023-02-02 00:30:00,178.0,61.0,13.669334636965145,77.5,51.8,1.19,3.881112689927811,20.0,8.7,0.1,110.97916666666669
99,2023-02-02 00:45:00,146.0,52.0,13.272575874765494,76.8,51.6,1.16,3.826992001445447,21.4,6.9,0.1,111.55555555555556
100,2023-02-02 01:00:00,146.0,52.0,12.268865229729734,77.9,52.2,1.12,-4.853611070819582,22.4,6.6,0.1,111.7222222222222
101,2023-02-02 01:15:00,146.0,52.0,11.835076801367832,79.2,52.7,1.12,0.1718128389397613,23.4,6.3,0.1,111.88888888888889
102,2023-02-02 01:30:00,146.0,52.0,11.525716810511875,80.0,53.5,1.11,1.0919131211911868,24.1,6.7,0.1,112.05555555555556
103,2023-02-02 01:45:00,190.0,55.0,11.22822505882517,80.9,53.6,1.11,-0.9663202309411468,24.3,8.4,0.1,112.2222222222222
104,2023-02-02 02:00:00,190.0,55.0,11.288382253139211,81.1,53.9,1.11,5.7043041646931165,24.6,10.7,0.1,112.91666666666669
105,2023-02-02 02:15:00,190.0,55.0,11.982120377478022,80.2,53.2,1.1,3.597542261052997,24.7,10.8,0.1,113.61111111111111
106,2023-02-02 02:30:00,190.0,55.0,11.16289946969998,79.3,52.4,1.05,2.283069953781485,24.7,12.3,0.1,114.30555555555556
107,2023-02-02 02:45:00,190.0,44.0,11.063947530128589,78.7,52.0,1.05,0.8252158493988766,24.5,13.5,0.1,115.0
108,2023-02-02 03:00:00,190.0,44.0,9.9985074600128,77.5,51.1,1.06,-0.641259475110445,24.7,13.2,0.1,115.81944444444444
109,2023-02-02 03:15:00,190.0,44.0,9.121311682383151,76.2,50.4,1.09,1.8921709350129277,24.9,13.4,0.1,116.63888888888889
110,2023-02-02 03:30:00,190.0,44.0,9.273941484834875,75.0,49.1,1.06,0.2895786463860581,24.6,18.5,0.1,117.45833333333331
111,2023-02-02 03:45:00,113.0,38.0,10.128838363416923,73.9,48.3,1.05,1.397235060815614,25.0,20.6,0.1,118.27777777777776
112,2023-02-02 04:00:00,113.0,38.0,9.536625691051851,72.9,47.6,1.05,0.4065444049767492,24.8,17.7,0.1,118.5625
113,2023-02-02 04:15:00,113.0,38.0,9.852388969085649,72.4,47.4,1.04,-4.184582067401134,24.3,21.2,0.1,118.84722222222224
114,2023-02-02 04:30:00,113.0,38.0,10.90556496128173,72.0,46.7,1.04,-0.4495837673729141,24.6,20.4,0.1,119.13194444444444
115,2023-02-02 04:45:00,92.0,40.0,11.478230203155398,70.9,45.0,1.09,6.729362034315679,23.7,15.6,0.1,119.41666666666669
116,2023-02-02 05:00:00,92.0,40.0,11.333761647016075,71.4,45.8,1.09,5.91942538664558,21.6,14.0,0.1,119.65277777777776
117,2023-02-02 05:15:00,92.0,40.0,11.079123423895783,70.3,45.6,1.11,2.437949818360554,20.4,12.2,0.1,119.8888888888889
118,2023-02-02 05:30:00,92.0,40.0,11.652947755759444,68.2,44.9,1.06,0.4371603808371631,20.0,14.2,0.1,120.125
119,2023-02-02 05:45:00,99.0,44.0,12.644694389294497,68.1,44.1,1.09,2.5199204595793816,19.4,16.1,0.1,120.3611111111111
120,2023-02-02 06:00:00,99.0,44.0,13.584953290700645,67.9,44.3,1.13,2.818575827922114,19.1,12.5,0.1,120.64583333333331
121,2023-02-02 06:15:00,99.0,44.0,13.419498470103903,66.4,43.7,1.15,8.6006110057971,19.0,13.7,0.1,120.93055555555556
122,2023-02-02 06:30:00,99.0,44.0,13.69291974568165,65.4,43.5,1.16,7.060134519537593,18.9,12.9,0.1,121.21527777777776
123,2023-02-02 06:45:00,96.0,51.0,14.915106570437754,64.6,43.1,1.24,10.006785284165792,19.3,9.2,0.1,121.5
124,2023-02-02 07:00:00,96.0,51.0,16.120549560094513,64.9,43.4,1.31,10.981472816659442,19.6,10.6,0.1,121.7013888888889
125,2023-02-02 07:15:00,96.0,51.0,17.19774800276331,64.8,43.6,1.36,10.985099759241011,19.3,12.1,0.1,121.90277777777776
126,2023-02-02 07:30:00,96.0,51.0,18.55169137527939,65.1,43.5,1.32,10.339935886165328,18.7,15.8,0.1,122.10416666666669
127,2023-02-02 07:45:00,111.0,69.0,18.64915118221824,66.2,44.6,1.19,16.527143042400834,18.9,25.6,0.1,122.30555555555556
128,2023-02-02 08:00:00,111.0,69.0,18.645661472849987,67.7,44.7,1.13,2.167393363989339,19.1,34.7,0.1,122.5
129,2023-02-02 08:15:00,111.0,69.0,19.137848674726513,68.4,43.9,1.26,7.0005892652725645,19.4,33.2,0.1,122.69444444444444
130,2023-02-02 08:30:00,111.0,69.0,19.27270690685153,69.3,43.6,1.12,11.4128811435445,19.8,34.4,0.1,122.8888888888889
131,2023-02-02 08:45:00,151.0,63.0,18.779756592433568,69.3,42.9,1.08,7.575422728483321,22.4,36.85585783087206,0.1,123.08333333333331
132,2023-02-02 09:00:00,151.0,63.0,18.530409099792408,69.6,42.4,1.09,0.6947741492236972,24.0,43.3,0.1,123.28472222222224
133,2023-02-02 09:15:00,151.0,63.0,18.27486867835855,71.4,42.6,1.09,-3.7509786233720366,24.7,43.3,0.1,123.4861111111111
134,2023-02-02 09:30:00,151.0,63.0,16.285086042812154,73.0,42.5,1.09,-7.45880476472248,24.4,45.0,0.1,123.6875
135,2023-02-02 09:45:00,113.0,42.0,15.198365209253224,74.8,43.0,1.1535458483493692,-13.27668969966524,25.7,47.9,0.1,123.8888888888889
136,2023-02-02 10:00:00,113.0,42.0,14.005105939221805,75.9,43.4,1.95,34.25707560706166,28.8,49.3,0.1,123.9861111111111
137,2023-02-02 10:15:00,113.0,42.0,11.268334093679542,75.3,43.0,1.95,-3.418990045240264,28.3,48.3,0.1,124.08333333333331
138,2023-02-02 10:30:00,113.0,42.0,9.413251125919722,60.84855201650456,43.38260707755377,1.842327770916453,-9.116074152559603,8.432203866826793,50.42345323054544,0.1512258869942526,124.18055555555556
139,2023-02-02 10:45:00,113.0,40.0,8.036903566309311,73.3,42.6,1.12,4.080166097446607,28.5,50.5,0.1,124.27777777777776
140,2023-02-02 11:00:00,113.0,40.0,7.229472668656369,74.3,43.5,1.11,20.597880732006747,27.8,49.6,0.1,124.61805555555556
141,2023-02-02 11:15:00,113.0,40.0,6.511566838966883,73.7,43.1,1.12,20.597880732006747,28.0,48.2,0.1,124.95833333333331
142,2023-02-02 11:30:00,113.0,40.0,4.546964951044165,73.4,42.8,1.13,20.597880732006747,29.1,50.2,0.1,125.2986111111111
143,2023-02-02 11:45:00,105.0,31.0,3.8359751572815943,70.94821393425741,36.301402637988545,1.12,20.597880732006747,7.56564548744819,50.8,0.1,125.6388888888889
144,2023-02-02 12:00:00,105.0,31.0,3.0392808592263836,73.3,45.3,1.12,-4.239543450734116,23.7,49.6,0.1,125.9236111111111
145,2023-02-02 12:15:00,105.0,31.0,3.0392808592263836,73.3,45.3,1.16,14.262869490550266,23.7,44.3,0.1,126.20833333333331
146,2023-02-02 12:30:00,105.0,31.0,3.0392808592263836,73.3,45.3,1.19,2.7739337912547946,22.8,41.7,0.1,126.49305555555556
147,2023-02-02 12:45:00,114.0,36.0,3.0392808592263836,74.3,46.4,1.21,21.44829126898916,25.8,41.5,0.1,126.77777777777776
148,2023-02-02 13:00:00,114.0,36.0,3.0378393847159417,74.3,46.7,1.23,46.602201924310805,25.0,41.6,0.1,127.14583333333331
149,2023-02-02 13:15:00,114.0,36.0,3.677169365011008,73.3,46.4,1.18,10.258233900717414,22.9,45.7,0.1,127.51388888888889
150,2023-02-02 13:30:00,114.0,36.0,3.610669904070288,73.5,47.1,1.11,-0.9783733030011385,21.7,50.1,0.1,127.88194444444444
151,2023-02-02 13:45:00,135.0,30.0,2.4984086530781857,74.1,47.1,1.08,14.701796411414666,19.9,50.5,0.1,128.25
152,2023-02-02 14:00:00,135.0,30.0,2.568547461998736,76.4,48.1,1.06,5.006686220305334,19.5,53.3,0.1,128.68055555555557
153,2023-02-02 14:15:00,135.0,30.0,3.331089010514125,76.1,47.6,1.06,-17.516827938113703,19.1,51.4,0.1,129.11111111111111
154,2023-02-02 14:30:00,135.0,30.0,3.669987715028341,76.1,47.9,1.06,16.28217422416029,18.7,53.4,0.1,129.54166666666666
155,2023-02-02 14:45:00,146.0,27.0,4.088030039192699,76.5,47.7,1.05,19.62654104914037,18.6,55.3,0.1,129.97222222222223
156,2023-02-02 15:00:00,146.0,27.0,4.120765554914392,78.0,48.3,1.06,25.965691307912536,18.0,55.4,0.1,130.54861111111111
157,2023-02-02 15:15:00,146.0,27.0,5.0412116569866186,78.5,48.1,1.05,64.23072278414088,17.8,55.5,0.1,131.125
158,2023-02-02 15:30:00,146.0,27.0,6.955680124916265,78.8,48.0,1.08,115.23726076089412,17.7,54.5,0.1,131.70138888888889
159,2023-02-02 15:45:00,133.0,21.0,7.918649697470745,78.9,48.1,1.08,35.342298655020684,18.0,55.8,0.1,132.27777777777777
160,2023-02-02 16:00:00,133.0,21.0,9.330605429937604,80.2,48.3,1.08,27.063077802438844,18.0,54.4,0.1,132.71527777777777
161,2023-02-02 16:15:00,133.0,21.0,10.1466011882581,80.8,48.2,1.05,36.123802703309835,17.8,54.1,0.1,133.15277777777777
162,2023-02-02 16:30:00,133.0,21.0,9.170144036065205,80.1,47.5,1.1,-3.869687704262762,18.0,53.3,0.1,133.59027777777777
163,2023-02-02 16:45:00,138.0,26.0,7.357416734476111,79.8,47.3,1.12,21.540653643132217,19.1,53.3,0.1,134.02777777777777
164,2023-02-02 17:00:00,138.0,26.0,6.527290653775882,80.7,47.7,1.15,0.8405590969444106,21.6,51.2,0.1,134.29166666666666
165,2023-02-02 17:15:00,138.0,26.0,7.550356580132456,81.7,48.8,1.13,7.64485558100192,25.8,48.5,0.1,134.55555555555554
166,2023-02-02 17:30:00,138.0,26.0,7.654551269213389,83.4,50.4,1.16,22.268173443101983,26.1,43.7,0.1,134.81944444444446
167,2023-02-02 17:45:00,129.0,31.0,9.889076406355574,87.0,53.1,1.18,4.005323641073929,25.1,29.2,0.1,135.08333333333334
168,2023-02-02 18:00:00,129.0,31.0,7.984581215995268,89.8,55.1,1.37,20.461068149385568,24.3,17.0,0.1,134.96527777777777
169,2023-02-02 18:15:00,129.0,31.0,8.575285599559287,90.9,56.3,1.45,17.61159372405659,24.0,12.0,0.1,134.84722222222223
170,2023-02-02 18:30:00,129.0,31.0,10.024992769828923,91.4,57.0,1.63,16.89952605720397,24.4,9.2,0.1,134.72916666666666
171,2023-02-02 18:45:00,129.0,86.0,11.005590850501246,92.6,58.9,2.05,9.834755616218873,24.7,4.7,0.1,134.61111111111111
172,2023-02-02 19:00:00,129.0,86.0,11.054447953894146,94.2,62.9,2.26,15.883680721895416,24.9,5.5,0.1,133.84722222222223
173,2023-02-02 19:15:00,129.0,86.0,11.359776885897066,95.4,66.5,1.98,15.441600488846063,25.0,5.5,0.2,133.08333333333334
174,2023-02-02 19:30:00,129.0,86.0,11.678085649626238,95.1,68.9,1.68,15.996241241085926,25.2,4.9,0.2,132.31944444444446
175,2023-02-02 19:45:00,442.0,120.0,11.983620603164065,95.6,71.0,1.71,10.85943363236936,25.0,4.3,0.2,131.55555555555557
176,2023-02-02 20:00:00,442.0,120.0,11.584152650331392,97.0,72.8,1.72,5.610891456595198,24.5,4.9,0.2,132.96527777777777
177,2023-02-02 20:15:00,442.0,120.0,11.254410301857764,97.0,73.8,1.67,16.79657280136226,24.6,5.0,0.2,134.375
178,2023-02-02 20:30:00,442.0,120.0,11.053273388667469,96.2,74.4,1.79,15.416693608736908,25.0,4.7,0.2,135.78472222222223
179,2023-02-02 20:45:00,436.0,92.0,11.481569478233626,94.8,75.6,1.87,11.966102803851896,25.6,5.2,0.2,137.19444444444446
180,2023-02-02 21:00:00,436.0,92.0,11.10070325449993,95.5,78.0,1.77,18.733540243254225,25.4,5.1,0.2,138.48611111111111
181,2023-02-02 21:15:00,436.0,92.0,11.32562194008604,95.5,79.5,1.8,19.86105360640815,22.9,5.2,0.2,139.77777777777777
182,2023-02-02 21:30:00,436.0,92.0,11.026489070528571,94.7,81.0,1.83,4.5804875708818,21.2,5.4,0.2,141.06944444444446
183,2023-02-02 21:45:00,439.0,72.0,10.43840065956105,94.2,82.8,1.95,7.4184018082135665,20.3,5.3,0.2,142.36111111111111
184,2023-02-02 22:00:00,439.0,72.0,11.518811757978128,94.0,84.3,1.76,2.4706400593115365,19.5,5.7,0.2,143.88888888888889
185,2023-02-02 22:15:00,439.0,72.0,11.782364486161672,92.7,84.7,1.77,10.121542067274731,18.8,5.4,0.2,145.41666666666666
186,2023-02-02 22:30:00,439.0,72.0,13.275176005518963,92.2,83.8,1.94,6.443873200703884,18.2,6.7,0.2,146.94444444444446
187,2023-02-02 22:45:00,307.0,78.0,16.04169230410634,91.0,83.0,1.97,8.943434904495716,18.2,6.3,0.2,148.47222222222223
188,2023-02-02 23:00:00,307.0,78.0,16.861500614805284,90.3,81.4,1.87,9.67001204856245,18.4,7.2,0.2,149.16666666666666
189,2023-02-02 23:15:00,307.0,78.0,16.80330542486223,87.2,78.8,1.83,8.59103418867661,18.5,8.8,0.2,149.86111111111111
190,2023-02-02 23:30:00,307.0,78.0,18.60083394435869,85.4,76.2,1.6,7.740794722161825,18.3,12.1,0.2,150.55555555555554
191,2023-02-02 23:45:00,234.0,59.0,19.835473096781683,83.7,75.0,0.8426933227714577,8.720115645784029,19.0,8.9,0.2,151.25
192,2023-02-03 00:00:00,234.0,59.0,20.778387495193247,85.1,74.9,1.44,4.562282730559833,18.4,9.5,0.2,151.63888888888889
193,2023-02-03 00:15:00,234.0,59.0,13.80264746008319,84.3,72.6,1.4,4.562282730559833,18.4,14.8,0.2,152.02777777777777
194,2023-02-03 00:30:00,234.0,59.0,13.669334636965145,82.9,70.5,1.26,3.881112689927811,18.5,19.3,0.2,152.41666666666666
195,2023-02-03 00:45:00,158.0,67.0,13.272575874765494,80.7,68.2,1.24,3.826992001445447,19.0,18.8,0.2,152.80555555555554
196,2023-02-03 01:00:00,158.0,67.0,12.268865229729734,78.8,66.0,1.21,-4.853611070819582,20.5,18.3,0.2,152.88888888888889
197,2023-02-03 01:15:00,158.0,67.0,11.835076801367832,76.6,63.4,1.18,0.1718128389397613,23.2,15.1,0.2,152.97222222222223
198,2023-02-03 01:30:00,158.0,67.0,11.525716810511875,76.4,61.8,1.12,1.0919131211911868,24.8,16.3,0.2,153.05555555555554
