,Time,Date,AQI
471,21:45:00,2023-02-05,180.26200528120603
472,22:00:00,2023-02-05,180.74811639231717
473,22:15:00,2023-02-05,181.23422750342826
474,22:30:00,2023-02-05,181.7203386145394
475,22:45:00,2023-02-05,182.2064497256505
476,23:00:00,2023-02-05,182.9078386145394
477,23:15:00,2023-02-05,183.60922750342826
478,23:30:00,2023-02-05,184.31061639231717
479,23:45:00,2023-02-05,185.01200528120603
480,00:00:00,2023-02-06,186.4703386145394
481,00:15:00,2023-02-06,187.92867194787272
482,00:30:00,2023-02-06,189.38700528120603
483,00:45:00,2023-02-06,190.8453386145394
484,01:00:00,2023-02-06,192.56061639231717
485,01:15:00,2023-02-06,194.27589417009494
486,01:30:00,2023-02-06,195.99117194787272
487,01:45:00,2023-02-06,197.7064497256505
488,02:00:00,2023-02-06,198.65089417009494
489,02:15:00,2023-02-06,199.5953386145394
490,02:30:00,2023-02-06,200.80967458847576
491,02:45:00,2023-02-06,202.22634125514242
492,03:00:00,2023-02-06,202.18467458847576
493,03:15:00,2023-02-06,202.14300792180907
494,03:30:00,2023-02-06,202.10134125514242
495,03:45:00,2023-02-06,202.05967458847576
496,04:00:00,2023-02-06,201.97634125514242
497,04:15:00,2023-02-06,201.89300792180907
498,04:30:00,2023-02-06,201.80967458847576
499,04:45:00,2023-02-06,201.72634125514242
500,05:00:00,2023-02-06,201.59092458847576
501,05:15:00,2023-02-06,201.45550792180907
502,05:30:00,2023-02-06,201.32009125514242
503,05:45:00,2023-02-06,201.18467458847576
504,06:00:00,2023-02-06,203.70550792180907
505,06:15:00,2023-02-06,206.22634125514242
506,06:30:00,2023-02-06,208.74717458847573
507,06:45:00,2023-02-06,211.2680079218091
508,07:00:00,2023-02-06,212.60134125514242
509,07:15:00,2023-02-06,213.93467458847573
510,07:30:00,2023-02-06,215.2680079218091
511,07:45:00,2023-02-06,216.60134125514242
512,08:00:00,2023-02-06,215.2992579218091
513,08:15:00,2023-02-06,213.99717458847573
514,08:30:00,2023-02-06,212.69509125514242
515,08:45:00,2023-02-06,211.3930079218091
516,09:00:00,2023-02-06,211.68467458847573
517,09:15:00,2023-02-06,211.97634125514242
